0,  128
2,  131
4,  134
6,  138
8,  141
10,  144
12,  147
14,  150
16,  153
18,  157
20,  160
22,  163
24,  166
26,  169
28,  172
30,  175
32,  178
34,  181
36,  184
38,  187
40,  189
42,  192
44,  195
46,  198
48,  200
50,  203
52,  205
54,  208
56,  210
58,  213
60,  215
62,  217
64,  220
66,  222
68,  224
70,  226
72,  228
74,  230
76,  232
78,  234
80,  236
82,  237
84,  239
86,  240
88,  242
90,  243
92,  245
94,  246
96,  247
98,  248
100,  249
102,  250
104,  251
106,  252
108,  252
110,  253
112,  254
114,  254
116,  255
118,  255
120,  255
122,  255
124,  255
126,  255
128,  255
130,  255
132,  255
134,  255
136,  254
138,  254
140,  253
142,  252
144,  252
146,  251
148,  250
150,  249
152,  248
154,  247
156,  246
158,  245
160,  243
162,  242
164,  240
166,  239
168,  237
170,  236
172,  234
174,  232
176,  230
178,  228
180,  226
182,  224
184,  222
186,  220
188,  217
190,  215
192,  213
194,  210
196,  208
198,  205
200,  203
202,  200
204,  198
206,  195
208,  192
210,  189
212,  187
214,  184
216,  181
218,  178
220,  175
222,  172
224,  169
226,  166
228,  163
230,  160
232,  157
234,  153
236,  150
238,  147
240,  144
242,  141
244,  138
246,  134
248,  131
250,  128
252,  125
254,  122
256,  118
258,  115
260,  112
262,  109
264,  106
266,  103
268,   99
270,   96
272,   93
274,   90
276,   87
278,   84
280,   81
282,   78
284,   75
286,   72
288,   69
290,   67
292,   64
294,   61
296,   58
298,   56
300,   53
302,   51
304,   48
306,   46
308,   43
310,   41
312,   39
314,   36
316,   34
318,   32
320,   30
322,   28
324,   26
326,   24
328,   22
330,   20
332,   19
334,   17
336,   16
338,   14
340,   13
342,   11
344,   10
346,    9
348,    8
350,    7
352,    6
354,    5
356,    4
358,    4
360,    3
362,    2
364,    2
366,    1
368,    1
370,    1
372,    1
374,    1
376,    1
378,    1
380,    1
382,    1
384,    1
386,    2
388,    2
390,    3
392,    4
394,    4
396,    5
398,    6
400,    7
402,    8
404,    9
406,   10
408,   11
410,   13
412,   14
414,   16
416,   17
418,   19
420,   20
422,   22
424,   24
426,   26
428,   28
430,   30
432,   32
434,   34
436,   36
438,   39
440,   41
442,   43
444,   46
446,   48
448,   51
450,   53
452,   56
454,   58
456,   61
458,   64
460,   67
462,   69
464,   72
466,   75
468,   78
470,   81
472,   84
474,   87
476,   90
478,   93
480,   96
482,   99
484,  103
486,  106
488,  109
490,  112
492,  115
494,  118
496,  122
498,  125
500,  128
502,  131
504,  134
506,  138
508,  141
510,  144
512,  147
514,  150
516,  153
518,  157
520,  160
522,  163
524,  166
526,  169
528,  172
530,  175
532,  178
534,  181
536,  184
538,  187
540,  189
542,  192
544,  195
546,  198
548,  200
550,  203
552,  205
554,  208
556,  210
558,  213
560,  215
562,  217
564,  220
566,  222
568,  224
570,  226
572,  228
574,  230
576,  232
578,  234
580,  236
582,  237
584,  239
586,  240
588,  242
590,  243
592,  245
594,  246
596,  247
598,  248
600,  249
602,  250
604,  251
606,  252
608,  252
610,  253
612,  254
614,  254
616,  255
618,  255
620,  255
622,  255
624,  255
626,  255
628,  255
630,  255
632,  255
634,  255
636,  254
638,  254
640,  253
642,  252
644,  252
646,  251
648,  250
650,  249
652,  248
654,  247
656,  246
658,  245
660,  243
662,  242
664,  240
666,  239
668,  237
670,  236
672,  234
674,  232
676,  230
678,  228
680,  226
682,  224
684,  222
686,  220
688,  217
690,  215
692,  213
694,  210
696,  208
698,  205
700,  203
702,  200
704,  198
706,  195
708,  192
710,  189
712,  187
714,  184
716,  181
718,  178
720,  175
722,  172
724,  169
726,  166
728,  163
730,  160
732,  157
734,  153
736,  150
738,  147
740,  144
742,  141
744,  138
746,  134
748,  131
750,  128
752,  125
754,  122
756,  118
758,  115
760,  112
762,  109
764,  106
766,  103
768,   99
770,   96
772,   93
774,   90
776,   87
778,   84
780,   81
782,   78
784,   75
786,   72
788,   69
790,   67
792,   64
794,   61
796,   58
798,   56
800,   53
802,   51
804,   48
806,   46
808,   43
810,   41
812,   39
814,   36
816,   34
818,   32
820,   30
822,   28
824,   26
826,   24
828,   22
830,   20
832,   19
834,   17
836,   16
838,   14
840,   13
842,   11
844,   10
846,    9
848,    8
850,    7
852,    6
854,    5
856,    4
858,    4
860,    3
862,    2
864,    2
866,    1
868,    1
870,    1
872,    1
874,    1
876,    1
878,    1
880,    1
882,    1
884,    1
886,    2
888,    2
890,    3
892,    4
894,    4
896,    5
898,    6
900,    7
902,    8
904,    9
906,   10
908,   11
910,   13
912,   14
914,   16
916,   17
918,   19
920,   20
922,   22
924,   24
926,   26
928,   28
930,   30
932,   32
934,   34
936,   36
938,   39
940,   41
942,   43
944,   46
946,   48
948,   51
950,   53
952,   56
954,   58
956,   61
958,   64
960,   67
962,   69
964,   72
966,   75
968,   78
970,   81
972,   84
974,   87
976,   90
978,   93
980,   96
982,   99
984,  103
986,  106
988,  109
990,  112
992,  115
994,  118
996,  122
998,  125
1000,  128
