   2,  134
   4,  135
   6,  135
   8,  138
  10,  134
  12,  138
  14,  136
  16,  142
  18,  138
  20,  145
  22,  146
  24,  154
  26,  157
  28,  157
  30,  157
  32,  155
  34,  159
  36,  157
  38,  161
  40,  158
  42,  162
  44,  160
  46,  165
  48,  164
  50,  169
  52,  168
  54,  172
  56,  173
  58,  180
  60,  178
  62,  181
  64,  183
  66,  185
  68,  182
  70,  182
  72,  182
  74,  183
  76,  186
  78,  193
  80,  196
  82,  194
  84,  196
  86,  199
  88,  200
  90,  201
  92,  199
  94,  200
  96,  197
  98,  199
 100,  200
 102,  203
 104,  209
 106,  215
 108,  217
 110,  216
 112,  217
 114,  218
 116,  219
 118,  221
 120,  222
 122,  229
 124,  227
 126,  229
 128,  224
 130,  221
 132,  223
 134,  223
 136,  222
 138,  217
 140,  215
 142,  216
 144,  211
 146,  208
 148,  204
 150,  207
 152,  203
 154,  206
 156,  201
 158,  203
 160,  199
 162,  200
 164,  196
 166,  193
 168,  190
 170,  187
 172,  189
 174,  192
 176,  191
 178,  189
 180,  187
 182,  189
 184,  182
 186,  181
 188,  178
 190,  178
 192,  174
 194,  174
 196,  175
 198,  170
 200,  164
 202,  158
 204,  163
 206,  162
 208,  164
 210,  157
 212,  161
 214,  159
 216,  160
 218,  159
 220,  158
 222,  155
 224,  150
 226,  147
 228,  148
 230,  148
 232,  143
 234,  137
 236,  134
 238,  137
 240,  138
 242,  134
 244,  134
 246,  134
 248,  136
 250,  132
 252,  131
 254,  129
 256,  130
 258,  123
 260,  123
 262,  121
 264,  123
 266,  120
 268,  117
 270,  116
 272,  114
 274,  113
 276,  114
 278,  110
 280,  107
 282,  105
 284,  105
 286,  100
 288,   97
 290,   93
 292,   97
 294,   97
 296,  100
 298,   95
 300,   92
 302,   88
 304,   90
 306,   86
 308,   87
 310,   83
 312,   81
 314,   77
 316,   73
 318,   73
 320,   75
 322,   72
 324,   67
 326,   63
 328,   67
 330,   69
 332,   64
 334,   57
 336,   52
 338,   55
 340,   53
 342,   50
 344,   47
 346,   49
 348,   51
 350,   52
 352,   48
 354,   43
 356,   36
 358,   35
 360,   39
 362,   36
 364,   38
 366,   34
 368,   38
 370,   31
 372,   32
 374,   27
 376,   32
 378,   27
 380,   27
 382,   24
 384,   28
 386,   30
 388,   36
 390,   35
 392,   40
 394,   39
 396,   41
 398,   42
 400,   44
 402,   49
 404,   51
 406,   55
 408,   53
 410,   53
 412,   53
 414,   58
 416,   61
 418,   62
 420,   65
 422,   68
 424,   74
 426,   70
 428,   68
 430,   70
 432,   72
 434,   73
 436,   74
 438,   78
 440,   83
 442,   84
 444,   87
 446,   89
 448,   87
 450,   87
 452,   86
 454,   90
 456,   94
 458,   93
 460,   95
 462,   99
 464,  105
 466,  105
 468,  107
 470,  104
 472,  105
 474,  107
 476,  111
 478,  113
 480,  112
 482,  112
 484,  116
 486,  116
 488,  121
 490,  121
 492,  122
 494,  122
 496,  124
 498,  130
 500,  134
 502,  131
 504,  132
 506,  133
 508,  139
 510,  139
 512,  142
 514,  141
 516,  145
 518,  144
 520,  148
 522,  144
 524,  148
 526,  150
 528,  155
 530,  156
 532,  157
 534,  162
 536,  159
 538,  159
 540,  157
 542,  162
 544,  161
 546,  164
 548,  163
 550,  167
 552,  170
 554,  172
 556,  173
 558,  169
 560,  172
 562,  176
 564,  178
 566,  183
 568,  183
 570,  190
 572,  192
 574,  190
 576,  188
 578,  188
 580,  191
 582,  190
 584,  192
 586,  194
 588,  201
 590,  205
 592,  209
 594,  209
 596,  209
 598,  208
 600,  206
 602,  205
 604,  207
 606,  213
 608,  212
 610,  212
 612,  216
 614,  223
 616,  229
 618,  226
 620,  225
 622,  220
 624,  224
 626,  227
 628,  226
 630,  222
 632,  217
 634,  216
 636,  218
 638,  215
 640,  218
 642,  213
 644,  214
 646,  209
 648,  206
 650,  205
 652,  203
 654,  201
 656,  195
 658,  199
 660,  198
 662,  200
 664,  192
 666,  194
 668,  194
 670,  192
 672,  190
 674,  189
 676,  192
 678,  187
 680,  185
 682,  185
 684,  185
 686,  177
 688,  171
 690,  172
 692,  176
 694,  180
 696,  178
 698,  171
 700,  168
 702,  166
 704,  168
 706,  166
 708,  161
 710,  156
 712,  151
 714,  149
 716,  152
 718,  150
 720,  151
 722,  150
 724,  150
 726,  147
 728,  145
 730,  146
 732,  142
 734,  137
 736,  136
 738,  139
 740,  139
 742,  134
 744,  134
 746,  131
 748,  133
 750,  129
 752,  125
 754,  122
 756,  123
 758,  121
 760,  121
 762,  115
 764,  115
 766,  109
 768,  110
 770,  110
 772,  114
 774,  108
 776,  109
 778,  103
 780,  104
 782,   99
 784,  102
 786,  101
 788,  100
 790,   94
 792,   90
 794,   88
 796,   90
 798,   91
 800,   91
 802,   92
 804,   89
 806,   84
 808,   76
 810,   77
 812,   79
 814,   83
 816,   77
 818,   73
 820,   66
 822,   67
 824,   66
 826,   69
 828,   67
 830,   65
 832,   65
 834,   64
 836,   64
 838,   61
 840,   61
 842,   57
 844,   52
 846,   50
 848,   47
 850,   47
 852,   41
 854,   40
 856,   41
 858,   44
 860,   43
 862,   38
 864,   37
 866,   38
 868,   39
 870,   33
 872,   32
 874,   27
 876,   26
 878,   25
 880,   26
 882,   27
 884,   30
 886,   35
 888,   42
 890,   43
 892,   47
 894,   50
 896,   50
 898,   47
 900,   46
 902,   49
 904,   52
 906,   51
 908,   49
 910,   51
 912,   52
 914,   56
 916,   58
 918,   59
 920,   65
 922,   65
 924,   67
 926,   68
 928,   68
 930,   73
 932,   71
 934,   76
 936,   76
 938,   78
 940,   76
 942,   75
 944,   79
 946,   82
 948,   87
 950,   86
 952,   91
 954,   90
 956,   96
 958,   95
 960,   96
 962,   98
 964,   97
 966,   97
 968,   97
 970,  105
 972,  111
 974,  108
 976,  105
 978,  108
 980,  111
 982,  113
 984,  109
 986,  116
 988,  119
 990,  121
 992,  123
 994,  121
 996,  123
 998,  121
